fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_hawkinsh,results_write_ins,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
48337,Montague,9814,8042,14,16,Released as a precinct as first report of the night,100,9814,>98%,>98% reported,edison,10,some,,582,,,8615,1097,78,24,,7020,938,64,20,,2020-11-28T14:57:23Z,76.60485,R+77,Trump +77,republican,trumpd,76.60485,8604,77.2,7751,70.09,texas,2020-12-06T20:24:47.340492Z
48339,Montgomery,271451,236490,101,101,Released as a precinct as first report of the night,100,271451,>98%,>98% reported,edison,10,some,,200221,,,193382,74377,3166,526,,167808,65877,2402,403,,2020-11-24T13:26:47Z,43.84032,R+44,Trump +44,republican,trumpd,43.84032,205904,50.7,173113,60.68,texas,2020-12-06T20:24:47.340492Z
48341,Moore,5508,3753,6,8,Released as a precinct as first report of the night,100,5508,>98%,>98% reported,edison,10,unknown,,3973,,,4359,1062,66,21,,3152,565,32,4,,2020-11-28T14:57:29Z,59.85839,R+60,Trump +60,republican,trumpd,59.85839,5284,54.5,4985,60.26,texas,2020-12-06T20:24:47.340492Z
48343,Morris,5587,4130,8,9,Released as a precinct as first report of the night,100,5587,>98%,>98% reported,edison,10,unknown,,4099,,,3872,1669,36,10,,2805,1300,20,5,,2020-11-28T14:34:31Z,39.43082,R+39,Trump +39,republican,trumpd,39.43082,4973,40.6,5139,26.74,texas,2020-12-06T20:24:47.340492Z
48345,Motley,652,443,6,7,Released as a precinct as first report of the night,100,652,>98%,>98% reported,edison,10,unknown,,503,,,604,46,2,0,,408,34,1,0,,2020-11-28T14:57:32Z,85.58282,R+86,Trump +86,republican,trumpd,85.58282,615,85.5,600,80.5,texas,2020-12-06T20:24:47.340492Z
48347,Nacogdoches,26763,22378,24,26,Released as a precinct as first report of the night,100,26763,>98%,>98% reported,edison,10,some,,20976,,,17378,9000,302,83,,14136,7953,222,67,,2020-11-28T14:22:01Z,31.30441,R+31,Trump +31,republican,trumpd,31.30441,22622,35,20653,36.12,texas,2020-12-06T20:24:47.340492Z
48349,Navarro,19121,14684,27,30,Released as a precinct as first report of the night,100,19121,>98%,>98% reported,edison,10,unknown,,13004,,,13800,5101,167,53,,10041,4431,161,51,,2020-11-28T14:39:42Z,45.49448,R+45,Trump +45,republican,trumpd,45.49448,16433,48.6,15364,42.29,texas,2020-12-06T20:24:47.340492Z
48351,Newton,6094,4079,23,23,Released as a precinct as first report of the night,100,6094,>98%,>98% reported,edison,10,all,,3864,,,4882,1173,34,5,0,3220,838,19,2,0,2020-11-29T04:34:37Z,60.86314,R+61,Trump +61,republican,trumpd,60.86314,5534,56.6,5869,41.49,texas,2020-12-06T20:24:47.340492Z
48353,Nolan,5356,3564,8,10,Released as a precinct as first report of the night,100,5356,>98%,>98% reported,edison,10,unknown,,3284,,,4131,1162,53,10,,2690,839,28,7,,2020-11-29T04:13:54Z,55.43316,R+55,Trump +55,republican,trumpd,55.43316,4857,51.9,4575,45.16,texas,2020-12-06T20:24:47.340492Z
48355,Nueces,127314,110985,120,128,Released as a precinct as first report of the night,100,127314,>98%,>98% reported,edison,10,unknown,,100673,,,64617,60925,1404,368,,55697,53921,1092,275,,2020-11-29T04:27:58Z,2.89992,R+3,Trump +3,republican,trumpd,2.89992,104405,1.5,96104,3.32,texas,2020-12-06T20:24:47.340492Z
48357,Ochiltree,3156,2243,5,5,Released as a precinct as first report of the night,100,3156,>98%,>98% reported,edison,10,all,,2376,,,2812,302,37,3,2,2007,204,28,3,1,2020-11-28T14:57:36Z,79.53105,R+80,Trump +80,republican,trumpd,79.53105,3002,78.4,2993,82.39,texas,2020-12-06T20:24:47.340492Z
48359,Oldham,1009,623,7,8,Released as a precinct as first report of the night,100,1009,>98%,>98% reported,edison,10,unknown,,538,,,917,81,10,1,,578,40,5,0,,2020-11-28T14:57:41Z,82.85431,R+83,Trump +83,republican,trumpd,82.85431,953,81,869,82.74,texas,2020-12-06T20:24:47.340492Z
48361,Orange,35994,30503,35,35,Released as a precinct as first report of the night,100,35994,>98%,>98% reported,edison,10,all,,33059,,,29186,6357,376,51,24,24660,5490,289,42,22,2020-11-27T14:43:33Z,63.42446,R+63,Trump +63,republican,trumpd,63.42446,32000,61.8,30518,54.28,texas,2020-12-06T20:24:47.340492Z
48363,Palo Pinto,12485,9603,26,28,Released as a precinct as first report of the night,100,12485,>98%,>98% reported,edison,10,unknown,,7232,,,10179,2178,101,27,,7703,1817,64,19,,2020-11-28T14:50:15Z,64.0849,R+64,Trump +64,republican,trumpd,64.0849,10270,64,9337,59.78,texas,2020-12-06T20:24:47.340492Z
48365,Panola,11451,8091,20,20,Released as a precinct as first report of the night,100,11451,>98%,>98% reported,edison,10,all,,9139,,,9326,2057,57,11,0,6522,1526,37,6,0,2020-11-28T14:22:08Z,63.47917,R+63,Trump +63,republican,trumpd,63.47917,10416,63.5,10230,56.1,texas,2020-12-06T20:24:47.340492Z
48367,Parker,76128,65348,44,44,Released as a precinct as first report of the night,100,76128,>98%,>98% reported,edison,10,all,,50658,,,62045,13017,880,158,28,53181,11343,678,122,24,2020-11-24T13:26:49Z,64.40206,R+64,Trump +64,republican,trumpd,64.40206,56817,67.1,47694,65.82,texas,2020-12-06T20:24:47.340492Z
48369,Parmer,2650,1316,8,10,Released as a precinct as first report of the night,100,2650,>98%,>98% reported,edison,10,unknown,,1526,,,2135,488,23,4,,1102,207,6,1,,2020-11-29T04:13:59Z,62.15094,R+62,Trump +62,republican,trumpd,62.15094,2466,58,2554,58.03,texas,2020-12-06T20:24:47.340492Z
48371,Pecos,4668,3869,9,10,Released as a precinct as first report of the night,100,4668,>98%,>98% reported,edison,10,some,,4379,,,3215,1382,50,21,,2633,1184,36,16,,2020-11-29T04:24:29Z,39.26735,R+39,Trump +39,republican,trumpd,39.26735,4185,21.8,4150,22.19,texas,2020-12-06T20:24:47.340492Z
48373,Polk,24181,20349,21,22,Released as a precinct as first report of the night,100,24181,>98%,>98% reported,edison,10,unknown,,22445,,,18573,5387,171,50,,15525,4649,136,39,,2020-11-24T13:26:49Z,54.53042,R+55,Trump +55,republican,trumpd,54.53042,19852,55.4,19134,48.14,texas,2020-12-06T20:24:47.340492Z
48375,Potter,33321,26841,22,25,Released as a precinct as first report of the night,100,33321,>98%,>98% reported,edison,10,some,,24501,,,22820,9921,454,126,,18453,7985,317,86,,2020-11-28T14:57:46Z,38.71132,R+39,Trump +39,republican,trumpd,38.71132,28831,41.5,26450,44.58,texas,2020-12-06T20:24:47.340492Z
48377,Presidio,2217,1806,6,8,Released as a precinct as first report of the night,100,2217,>98%,>98% reported,edison,10,unknown,,1723,,,721,1463,21,12,0,532,1249,17,8,0,2020-11-29T04:24:33Z,33.46865,D+33,Biden +33,democrat,bidenj,-33.46865,2208,-36.5,1817,-42.82,texas,2020-12-06T20:24:47.340492Z
48379,Rains,6053,5032,9,9,Released as a precinct as first report of the night,100,6053,>98%,>98% reported,edison,10,unknown,,3940,,,5155,842,43,13,,4285,711,27,9,,2020-11-28T14:34:54Z,71.25392,R+71,Trump +71,republican,trumpd,71.25392,4701,71,4087,61.61,texas,2020-12-06T20:24:47.340492Z
48381,Randall,64674,56333,23,23,Released as a precinct as first report of the night,100,64674,>98%,>98% reported,edison,10,all,,56579,,,50796,12802,910,129,37,44301,11220,688,95,29,2020-11-28T14:57:50Z,58.74695,R+59,Trump +59,republican,trumpd,58.74695,54305,64.6,49696,68.16,texas,2020-12-06T20:24:47.340492Z
48383,Reagan,1124,902,5,5,Released as a precinct as first report of the night,100,1124,>98%,>98% reported,edison,10,unknown,,756,,,942,172,7,3,,753,142,4,3,,2020-11-24T13:26:50Z,68.50534,R+69,Trump +69,republican,trumpd,68.50534,904,60,843,61.45,texas,2020-12-06T20:24:47.340492Z
48385,Real,1982,1638,5,6,Released as a precinct as first report of the night,100,1982,>98%,>98% reported,edison,10,unknown,,1530,,,1643,320,14,5,,1353,271,10,4,,2020-11-29T04:19:53Z,66.75076,R+67,Trump +67,republican,trumpd,66.75076,1681,66.6,1535,62.48,texas,2020-12-06T20:24:47.340492Z
48387,Red River,5806,4263,17,20,Released as a precinct as first report of the night,100,5806,>98%,>98% reported,edison,10,unknown,,5311,,,4517,1246,36,7,,3230,1008,21,4,,2020-11-28T14:35:15Z,56.33827,R+56,Trump +56,republican,trumpd,56.33827,5161,53.8,5074,40.74,texas,2020-12-06T20:24:47.340492Z
48389,Reeves,3687,2737,11,12,Released as a precinct as first report of the night,100,3687,>98%,>98% reported,edison,10,unknown,,2241,,,2254,1395,30,8,,1583,1130,18,6,,2020-11-29T04:24:38Z,23.29807,R+23,Trump +23,republican,trumpd,23.29807,3184,-7.6,2877,-16.23,texas,2020-12-06T20:24:47.340492Z
48391,Refugio,3366,2532,10,11,Released as a precinct as first report of the night,100,3366,>98%,>98% reported,edison,10,unknown,,2120,,,2210,1108,26,21,1,1669,832,15,15,1,2020-11-29T04:28:02Z,32.73916,R+33,Trump +33,republican,trumpd,32.73916,2948,27,2677,24.84,texas,2020-12-06T20:24:47.340492Z
48393,Roberts,550,364,4,5,Released as a precinct as first report of the night,100,550,>98%,>98% reported,edison,10,unknown,,399,,,529,17,4,0,,351,10,3,0,,2020-11-28T14:57:56Z,93.09091,R+93,Trump +93,republican,trumpd,93.09091,554,91,508,85.63,texas,2020-12-06T20:24:47.340492Z
48395,Robertson,8099,6528,14,16,Released as a precinct as first report of the night,100,8099,>98%,>98% reported,edison,10,unknown,,7781,,,5646,2374,66,13,,4586,1884,50,8,,2020-11-29T04:08:36Z,40.40005,R+40,Trump +40,republican,trumpd,40.40005,7035,35,7287,22.25,texas,2020-12-06T20:24:47.340492Z
48397,Rockwall,53891,48557,18,18,Released as a precinct as first report of the night,93,57704,93%,93% reported,edison,10,all,,36546,,,36726,16412,611,121,21,32947,14989,500,100,21,2020-11-28T14:36:23Z,37.69461,R+38,Trump +38,republican,trumpd,37.69461,40180,46.8,35678,53.23,texas,2020-12-06T20:24:47.340492Z
48399,Runnels,4409,3082,10,11,Released as a precinct as first report of the night,100,4409,>98%,>98% reported,edison,10,unknown,,,,,3807,552,39,11,,2667,386,22,7,,2020-11-28T14:50:20Z,73.82626,R+74,Trump +74,republican,trumpd,73.82626,3782,74,3668,70.47,texas,2020-12-06T20:24:47.340492Z
48401,Rusk,21368,16180,20,23,Released as a precinct as first report of the night,100,21368,>98%,>98% reported,edison,10,some,,18369,,,16534,4629,155,50,,12377,3677,98,28,,2020-11-28T14:22:13Z,55.71415,R+56,Trump +56,republican,trumpd,55.71415,19134,56.1,18546,51.08,texas,2020-12-06T20:24:47.340492Z
48403,Sabine,5487,4301,8,9,Released as a precinct as first report of the night,100,5487,>98%,>98% reported,edison,10,some,,4544,,,4784,669,27,7,,3741,536,19,5,,2020-11-28T14:22:17Z,74.99544,R+75,Trump +75,republican,trumpd,74.99544,4651,72.8,4578,63.78,texas,2020-12-06T20:24:47.340492Z
48405,San Augustine,4002,2931,10,12,Released as a precinct as first report of the night,100,4002,>98%,>98% reported,edison,10,unknown,,3105,,,3007,980,13,2,,2125,798,7,1,,2020-11-28T14:22:21Z,50.64968,R+51,Trump +51,republican,trumpd,50.64968,3569,48,3690,34.58,texas,2020-12-06T20:24:47.340492Z
48407,San Jacinto,12638,10411,11,12,Released as a precinct as first report of the night,100,12638,>98%,>98% reported,edison,10,unknown,,9360,,,10161,2337,101,39,,8343,1966,73,29,,2020-11-28T14:40:40Z,61.90853,R+62,Trump +62,republican,trumpd,61.90853,10343,58.2,9616,48.85,texas,2020-12-06T20:24:47.340492Z
48409,San Patricio,25888,21964,24,26,Released as a precinct as first report of the night,100,25888,>98%,>98% reported,edison,10,all,,19161,,,16516,8988,291,93,,13994,7674,223,73,,2020-11-29T04:32:40Z,29.07911,R+29,Trump +29,republican,trumpd,29.07911,21656,23.8,20078,20.66,texas,2020-12-06T20:24:47.340492Z
48411,San Saba,2602,1870,3,4,Released as a precinct as first report of the night,100,2602,>98%,>98% reported,edison,10,unknown,,1940,,,2308,287,7,0,,1638,225,7,0,,2020-11-28T14:50:25Z,77.67102,R+78,Trump +78,republican,trumpd,77.67102,2357,73.5,2259,70.03,texas,2020-12-06T20:24:47.340492Z
48413,Schleicher,1159,909,4,5,Released as a precinct as first report of the night,100,1159,>98%,>98% reported,edison,10,unknown,,1035,,,940,211,6,2,,739,165,3,2,,2020-11-29T04:24:42Z,62.89905,R+63,Trump +63,republican,trumpd,62.89905,1059,57.9,1017,55.65,texas,2020-12-06T20:24:47.340492Z
48415,Scurry,5869,4639,10,12,Released as a precinct as first report of the night,100,5869,>98%,>98% reported,edison,10,unknown,,4983,,,4983,818,53,15,,3945,649,34,11,,2020-11-29T04:14:02Z,70.96609,R+71,Trump +71,republican,trumpd,70.96609,5312,69.2,5027,65.37,texas,2020-12-06T20:24:47.340492Z
48417,Shackelford,1628,1250,7,8,Released as a precinct as first report of the night,100,1628,>98%,>98% reported,edison,10,unknown,,1206,,,1484,130,10,4,0,1145,99,3,3,0,2020-11-29T04:14:06Z,83.16953,R+83,Trump +83,republican,trumpd,83.16953,1504,84.8,1363,79.75,texas,2020-12-06T20:24:47.340492Z
48419,Shelby,10084,6974,13,15,Released as a precinct as first report of the night,100,10084,>98%,>98% reported,edison,10,unknown,,7145,,,7975,2068,37,4,,5398,1552,22,2,,2020-11-28T14:22:25Z,58.57795,R+59,Trump +59,republican,trumpd,58.57795,9086,59.7,9284,49.08,texas,2020-12-06T20:24:47.340492Z
48421,Sherman,991,684,4,5,Released as a precinct as first report of the night,100,991,>98%,>98% reported,edison,10,unknown,,974,,,886,91,9,5,,601,74,6,3,,2020-11-28T14:58:01Z,80.222,R+80,Trump +80,republican,trumpd,80.222,935,76,1038,75.82,texas,2020-12-06T20:24:47.340492Z
48423,Smith,100075,86842,67,74,Released as a precinct as first report of the night,100,100075,>98%,>98% reported,edison,10,all,,90067,,,69080,29615,1126,254,,60102,25706,838,196,,2020-11-28T14:22:29Z,39.43542,R+39,Trump +39,republican,trumpd,39.43542,84768,43.2,79601,45.07,texas,2020-12-06T20:24:47.340492Z
48425,Somervell,4947,4271,4,4,Released as a precinct as first report of the night,100,4947,>98%,>98% reported,edison,10,all,,3539,,,4105,768,56,10,8,3545,672,39,9,6,2020-11-27T14:49:31Z,67.45502,R+67,Trump +67,republican,trumpd,67.45502,3897,68.4,3538,63.82,texas,2020-12-06T20:24:47.340492Z
48427,Starr,17525,14281,10,10,Released as a precinct as first report of the night,100,17525,>98%,>98% reported,edison,10,unknown,,12032,,,8247,9123,92,63,,6515,7636,74,56,,2020-11-24T13:26:50Z,4.99857,D+5,Biden +5,democrat,bidenj,-4.99857,11740,-60.2,11883,-73.32,texas,2020-12-06T20:24:47.340492Z
48429,Stephens,3800,3017,8,9,Released as a precinct as first report of the night,100,3800,>98%,>98% reported,edison,10,unknown,,3737,,,3385,397,16,2,,2678,330,8,1,,2020-11-28T14:50:30Z,78.63158,R+79,Trump +79,republican,trumpd,78.63158,3470,77.4,3412,70.84,texas,2020-12-06T20:24:47.340492Z
48431,Sterling,639,484,3,4,Released as a precinct as first report of the night,100,639,>98%,>98% reported,edison,10,unknown,,408,,,584,51,1,3,,445,36,1,2,,2020-11-28T14:50:57Z,83.41158,R+83,Trump +83,republican,trumpd,83.41158,633,75.7,494,86.64,texas,2020-12-06T20:24:47.340492Z
48433,Stonewall,736,736,3,4,Released as a precinct as first report of the night,100,736,>98%,>98% reported,edison,10,unknown,,437,,,615,116,4,1,,615,116,4,1,,2020-11-29T13:49:54Z,67.79891,R+68,Trump +68,republican,trumpd,67.79891,701,59.9,675,51.41,texas,2020-12-06T20:24:47.340492Z
48435,Sutton,1557,1333,4,5,Released as a precinct as first report of the night,100,1557,>98%,>98% reported,edison,10,unknown,,1807,,,1222,322,9,4,,1053,273,4,3,,2020-11-29T04:24:46Z,57.80347,R+58,Trump +58,republican,trumpd,57.80347,1416,53.8,1489,49.76,texas,2020-12-06T20:24:47.340492Z
48437,Swisher,2355,1759,7,9,Released as a precinct as first report of the night,100,2355,>98%,>98% reported,edison,10,unknown,,1756,,,1845,478,22,10,,1383,357,14,5,,2020-11-28T14:58:06Z,58.04671,R+58,Trump +58,republican,trumpd,58.04671,2204,54.9,2270,47.4,texas,2020-12-06T20:24:47.340492Z
48439,Tarrant,834697,733248,701,730,Released as a precinct as first report of the night,100,834697,>98%,>98% reported,edison,10,some,,685898,,,409741,411567,10368,2617,404,357997,364873,8067,1972,339,2020-11-29T04:30:18Z,0.21876,D+0.22,Biden +0.22,democrat,bidenj,-0.21876,668514,8.6,610890,15.69,texas,2020-12-06T20:24:47.340492Z
48441,Taylor,55112,45407,32,35,Released as a precinct as first report of the night,100,55112,>98%,>98% reported,edison,10,all,,48518,,,39547,14588,827,150,,32250,12448,596,113,,2020-11-29T04:14:14Z,45.28778,R+45,Trump +45,republican,trumpd,45.28778,45759,50.6,43263,53.52,texas,2020-12-06T20:24:47.340492Z
48443,Terrell,458,360,4,5,Released as a precinct as first report of the night,100,458,>98%,>98% reported,edison,10,unknown,,648,,,334,119,3,2,,258,100,2,0,,2020-11-29T04:24:50Z,46.94323,R+47,Trump +47,republican,trumpd,46.94323,438,33.8,555,31.35,texas,2020-12-06T20:24:47.340492Z
48445,Terry,3612,2879,7,8,Released as a precinct as first report of the night,100,3612,>98%,>98% reported,edison,10,unknown,,3782,,,2812,757,33,10,,2257,596,23,3,,2020-11-29T04:14:19Z,56.89369,R+57,Trump +57,republican,trumpd,56.89369,3355,50.8,3709,41.6,texas,2020-12-06T20:24:47.340492Z
48447,Throckmorton,899,543,5,6,Released as a precinct as first report of the night,100,899,>98%,>98% reported,edison,10,unknown,,614,,,806,82,5,1,5,484,53,0,1,5,2020-11-29T04:14:23Z,80.53393,R+81,Trump +81,republican,trumpd,80.53393,808,78.1,813,72.69,texas,2020-12-06T20:24:47.340492Z
48449,Titus,10539,8228,16,19,Released as a precinct as first report of the night,100,10539,>98%,>98% reported,edison,10,unknown,,7555,,,7570,2856,94,19,,5947,2206,65,10,,2020-11-28T14:36:46Z,44.7291,R+45,Trump +45,republican,trumpd,44.7291,9419,41.6,8854,38.81,texas,2020-12-06T20:24:47.340492Z
48451,Tom Green,45210,33580,35,35,Released as a precinct as first report of the night,100,45210,>98%,>98% reported,edison,10,all,,37998,,,32313,12239,546,96,16,23447,9743,329,51,10,2020-11-28T14:48:35Z,44.40168,R+44,Trump +44,republican,trumpd,44.40168,38479,47.6,36720,47.89,texas,2020-12-06T20:24:47.340492Z
48453,Travis,610349,553103,248,248,Released as a precinct as first report of the night,100,610349,>98%,>98% reported,edison,10,some,,391428,,,161337,435860,8905,2094,2153,140321,403939,7161,1682,0,2020-11-29T04:20:27Z,44.97804,D+45,Biden +45,democrat,bidenj,-44.97804,468720,-38.6,387057,-23.93,texas,2020-12-06T20:24:47.340492Z
48455,Trinity,6938,5334,18,20,Released as a precinct as first report of the night,100,6938,>98%,>98% reported,edison,10,unknown,,6125,,,5579,1323,25,11,,4281,1027,17,9,,2020-11-28T14:40:43Z,61.34333,R+61,Trump +61,republican,trumpd,61.34333,5985,59.9,6235,46.88,texas,2020-12-06T20:24:47.340492Z
48457,Tyler,9660,6706,17,18,Released as a precinct as first report of the night,100,9660,>98%,>98% reported,edison,10,unknown,,6461,,,8194,1403,52,11,,5581,1094,25,6,,2020-11-24T13:26:54Z,70.30021,R+70,Trump +70,republican,trumpd,70.30021,8016,67.1,7654,55.42,texas,2020-12-06T20:24:47.340492Z
48459,Upshur,18887,15338,20,22,Released as a precinct as first report of the night,100,18887,>98%,>98% reported,edison,10,unknown,,12933,,,15809,2877,179,22,,12770,2448,105,15,,2020-11-28T14:37:10Z,68.47038,R+68,Trump +68,republican,trumpd,68.47038,16013,67.6,15138,59.74,texas,2020-12-06T20:24:47.340492Z
48461,Upton,1368,1063,4,5,Released as a precinct as first report of the night,100,1368,>98%,>98% reported,edison,10,unknown,,1421,,,1178,170,13,7,,910,137,10,6,,2020-11-29T04:23:01Z,73.68421,R+74,Trump +74,republican,trumpd,73.68421,1347,53.5,1300,47.69,texas,2020-12-06T20:24:47.340492Z
48463,Uvalde,10342,8192,12,14,Released as a precinct as first report of the night,100,10342,>98%,>98% reported,edison,10,unknown,,10291,,,6174,4073,66,29,,4661,3464,46,21,,2020-11-29T04:24:55Z,20.31522,R+20,Trump +20,republican,trumpd,20.31522,8964,10.8,8435,8.35,texas,2020-12-06T20:24:47.340492Z
48465,Val Verde,15272,12008,15,17,Released as a precinct as first report of the night,100,15272,>98%,>98% reported,edison,10,some,,12685,,,8284,6771,170,47,,6413,5460,102,33,,2020-11-29T04:25:00Z,9.90702,R+10,Trump +10,republican,trumpd,9.90702,13617,-7.9,12081,-5.38,texas,2020-12-06T20:24:47.340492Z
48467,Van Zandt,25994,17151,17,19,Released as a precinct as first report of the night,100,25994,>98%,>98% reported,edison,10,unknown,,15091,,,22270,3516,175,33,,14633,2407,96,15,,2020-11-28T14:39:19Z,72.14742,R+72,Trump +72,republican,trumpd,72.14742,21890,71.6,19100,66.54,texas,2020-12-06T20:24:47.340492Z
48469,Victoria,34188,27938,35,35,Released as a precinct as first report of the night,100,34188,>98%,>98% reported,edison,10,all,,29340,,,23358,10380,339,103,8,18883,8744,231,74,6,2020-11-29T04:28:09Z,37.96069,R+38,Trump +38,republican,trumpd,37.96069,31324,39.6,28853,37.74,texas,2020-12-06T20:24:47.340492Z
48471,Walker,23612,19448,17,17,Released as a precinct as first report of the night,100,23612,>98%,>98% reported,edison,10,all,,16785,,,15375,7884,287,63,3,12520,6682,197,46,3,2020-11-28T14:40:46Z,31.72539,R+32,Trump +32,republican,trumpd,31.72539,19796,34.3,18685,31.51,texas,2020-12-06T20:24:47.340492Z
48473,Waller,22734,19211,21,21,Released as a precinct as first report of the night,100,22734,>98%,>98% reported,edison,10,some,,15909,,,14260,8191,201,82,,12102,6902,143,64,,2020-11-28T14:44:21Z,26.6957,R+27,Trump +27,republican,trumpd,26.6957,16784,28.5,15902,17.17,texas,2020-12-06T20:24:47.340492Z
48475,Ward,4060,3108,8,9,Released as a precinct as first report of the night,100,4060,>98%,>98% reported,edison,10,unknown,,3020,,,3241,764,29,26,,2510,578,18,2,,2020-11-29T04:25:05Z,61.00985,R+61,Trump +61,republican,trumpd,61.00985,3445,51.2,3245,47,texas,2020-12-06T20:24:47.340492Z
48477,Washington,17418,14499,20,22,Released as a precinct as first report of the night,100,17418,>98%,>98% reported,edison,10,unknown,,15246,,,12959,4261,178,20,,10705,3661,121,12,,2020-11-28T14:44:42Z,49.93685,R+50,Trump +50,republican,trumpd,49.93685,14832,51,14397,51.93,texas,2020-12-06T20:24:47.340492Z
48479,Webb,68397,53357,65,70,Released as a precinct as first report of the night,100,68397,>98%,>98% reported,edison,10,some,,48936,,,25898,41820,446,233,,19424,33454,312,167,,2020-11-29T04:28:39Z,23.2788,D+23,Biden +23,democrat,bidenj,-23.2788,57585,-51,49110,-54,texas,2020-12-06T20:24:47.340492Z
48481,Wharton,16761,14497,11,13,Released as a precinct as first report of the night,100,16761,>98%,>98% reported,edison,10,unknown,,14576,,,11926,4694,105,36,,10422,3961,85,29,,2020-11-29T04:28:12Z,43.14778,R+43,Trump +43,republican,trumpd,43.14778,14732,40.1,14087,39.15,texas,2020-12-06T20:24:47.340492Z
48483,Wheeler,2337,1643,9,11,Released as a precinct as first report of the night,100,2337,>98%,>98% reported,edison,10,unknown,,1640,,,2159,168,7,3,,1509,129,3,2,,2020-11-28T14:58:11Z,85.19469,R+85,Trump +85,republican,trumpd,85.19469,2306,82.1,2128,77.35,texas,2020-12-06T20:24:47.340492Z
48485,Wichita,46030,37710,58,62,Released as a precinct as first report of the night,100,46030,>98%,>98% reported,edison,10,some,,45995,,,32069,13161,675,125,,26350,10796,474,90,,2020-11-28T14:55:03Z,41.07756,R+41,Trump +41,republican,trumpd,41.07756,38119,49.5,41018,47.02,texas,2020-12-06T20:24:47.340492Z
48487,Wilbarger,4524,3739,4,5,Released as a precinct as first report of the night,100,4524,>98%,>98% reported,edison,10,unknown,,4072,,,3524,956,33,11,,2934,777,23,5,,2020-11-28T14:58:17Z,56.76393,R+57,Trump +57,republican,trumpd,56.76393,4105,57.4,3980,49.87,texas,2020-12-06T20:24:47.340492Z
48489,Willacy,5549,3547,17,17,Released as a precinct as first report of the night,100,5549,>98%,>98% reported,edison,10,all,,3321,,,2441,3108,0,0,0,1420,2127,0,0,0,2020-11-29T04:32:44Z,12.02018,D+12,Biden +12,democrat,bidenj,-12.02018,5095,-36.8,5064,-43.13,texas,2020-12-06T20:24:47.340492Z
48491,Williamson,289312,261100,58,58,Released as a precinct as first report of the night,100,289312,>98%,>98% reported,edison,10,all,,172960,,,139729,143795,4998,790,,123803,132612,4048,637,,2020-11-24T13:26:57Z,1.4054,D+1.4,Biden +1.4,democrat,bidenj,-1.4054,204659,9.6,163271,21.52,texas,2020-12-06T20:24:47.340492Z
48493,Wilson,25013,20886,17,17,Released as a precinct as first report of the night,100,25013,>98%,>98% reported,edison,10,all,,17031,,,18463,6350,151,39,10,15246,5486,124,30,0,2020-11-27T14:56:48Z,48.42682,R+48,Trump +48,republican,trumpd,48.42682,19395,47.5,17205,42.99,texas,2020-12-06T20:24:47.340492Z
48495,Winkler,2126,1469,5,6,Released as a precinct as first report of the night,100,2126,>98%,>98% reported,edison,10,unknown,,1480,,,1753,358,14,1,,1197,262,9,1,,2020-11-29T04:25:07Z,65.61618,R+66,Trump +66,republican,trumpd,65.61618,1876,52.4,1725,52.93,texas,2020-12-06T20:24:47.340492Z
48497,Wise,32362,27361,26,26,Released as a precinct as first report of the night,100,32362,>98%,>98% reported,edison,10,unknown,,19355,,,27032,4973,310,47,,22836,4265,229,31,,2020-11-24T13:26:57Z,68.16328,R+68,Trump +68,republican,trumpd,68.16328,24776,69.7,20745,67.42,texas,2020-12-06T20:24:47.340492Z
48499,Wood,22779,19451,13,14,Released as a precinct as first report of the night,100,22779,>98%,>98% reported,edison,10,unknown,,14753,,,19049,3509,175,40,6,16178,3114,126,33,0,2020-11-28T14:39:23Z,68.22073,R+68,Trump +68,republican,trumpd,68.22073,18727,69.8,17581,64.25,texas,2020-12-06T20:24:47.340492Z
48501,Yoakum,2631,2132,7,7,Released as a precinct as first report of the night,100,2631,>98%,>98% reported,edison,10,all,,2155,,,2174,420,31,6,0,1797,309,21,5,0,2020-11-29T04:14:28Z,66.66667,R+67,Trump +67,republican,trumpd,66.66667,2303,59.5,2128,60.57,texas,2020-12-06T20:24:47.340492Z
48503,Young,8239,7090,10,10,Released as a precinct as first report of the night,100,8239,>98%,>98% reported,edison,10,all,,9164,,,7110,1034,76,18,1,6116,894,63,16,1,2020-11-29T04:12:21Z,73.74681,R+74,Trump +74,republican,trumpd,73.74681,7707,74.3,7316,71.53,texas,2020-12-06T20:24:47.340492Z
48505,Zapata,3874,2438,8,8,Released as a precinct as first report of the night,100,3874,>98%,>98% reported,edison,10,unknown,,3125,,,2033,1826,11,4,,1192,1235,9,2,,2020-11-29T04:28:42Z,5.34331,R+5,Trump +5,republican,trumpd,5.34331,3142,-32.9,3543,-43.18,texas,2020-12-06T20:24:47.340492Z
